Tanggal,Username,Komentar,Polarity
2023-01-26T20:48:46Z,Dwi Khamit,Cak nun ketar ketir,Negatif
2023-01-26T20:32:16Z,petr alabui,jayalah Indonesiaku,Positif
2023-01-26T20:27:04Z,Doni Evergreen,Bangunanya kayak rumah sakit untuk Covid,Negatif
2023-01-26T20:16:14Z,Mukhlis Rizki,Yakin deh 50thn kedepan suasana nya bakalan berubah yg kelihatan nya hutan rimbun hijau gunung akan menjadi gedung2 pencakar langit dan toko2.,Netral
2023-01-26T20:02:28Z,Akbar Indo,Bagaimana dengan nasib hutannya kedepan,Negatif
2023-01-26T20:02:10Z,baba ray chanel,pengen dah kerja proyek dsana ...,Netral
2023-01-26T19:41:58Z,Suman Handoyo,"Kadrun pada gak seneng...<br>Emang kadrun golongan sakit hati akut...<br>Kadrun sukanya sebar hoax😂😂😂. Dulu tol Sumatra pada protes karena  kemakan hoax, katanya gak butuh tol. Sekarang pada menikmati😂😂😂.<br><br>Udahlah kadrun itu golongan goblog.<br>Golongan sakit hati seumur hidup.<br>Kadrun itu AIB bagi capres.<br>Semua capres yang didukung kadrun gak akan menang...<br>Kadrun itu golongan pecundang.<br>😂😂😂😂<br>Drun.. drun...<br>Goblog kok gak habis-habis ..<br>Drun .. drun...<br>Kalah kok jadi hobi..<br>😂😂😂😂",Negatif
2023-01-26T19:24:19Z,UNIVERSAL NETWORK,Knp Corona MENDAHULUI jalannya PARADIGMA &amp,Netral
2023-01-26T19:19:58Z,Adi Setiawan,RUMAH PRIBADI PAK JOKO BESERTA WAKIL DAN MENTERINYA YG SEHARUSNYA DIBAGUN.......BIAR BISA REONIAN JAMAN KEEMASAN YG BIKIN SUSAH RAKYAT DAN NEGARA YG SENGSARA,Negatif
2023-01-26T19:01:52Z,Áriwáhyuwárdhánå Jáyâbáyå,gereja pura vihara di bangun juga dong bro w jangan masjid doang ini negara bhinneka tunggal eka,Negatif
2023-01-26T18:56:15Z,Aswan Kabayan,"Cebong semua pada mangap dan terbang terkagum kagum.. Tapi dunia menertawakan proyek ini, contohnya softbank jepang",Negatif
2023-01-27T00:35:17Z,free Palestine,Mantap.. kdrun sekarang baca media kafir penyembah matahari wkwkwk,Netral
2023-01-26T18:51:35Z,Almuhajirin askarhuda,buang2 uang negara untuk kenyamanan para anjing2 oejabat😡😡,Negatif
2023-01-26T18:26:45Z,Lucu Lucu Tv,Nafsu membangun IKN. Nasib Honorer puluhan tahun kau outsourcing kan. Apa bedanya dengan penjajah,Negatif
2023-01-26T18:25:09Z,SAMSUDIN SI TUKANG NGIBUL..,GAK GUNA... MERUSAK ALAM AJAH..,Negatif
2023-01-26T18:20:54Z,Naila Iqlima,hati&quot,Netral
2023-01-26T18:16:28Z,Rafael Shinobi,Moga moga gak jadi Hambalang 2. Beda kpala negara beda gaya cara kerja.. Andai nanti anis yang menang apa iya lanjut.. Mungkin aja gak lanjut.. Gak taulah gimana nantinya,Positif
2023-01-26T18:02:17Z,Tri Hasta,"Dana IKN : Rp 2,7 Triliun",Netral
2023-01-26T17:56:17Z,Timur Senja,Gua yakin bakal mangkrak,Negatif
2023-01-26T17:31:41Z,Dody Juan,Finally proyek bendungan sepaku semoi sudah jadi karna saya bagian ikut proyek tsb (PT Brantas Abipraya div 2),Netral
2023-01-26T16:38:35Z,Fozter Adhyt,bakal jadi kota mati.. 😂😂🤣🤣,Negatif
2023-01-26T16:30:45Z,Vicry Project,Bakalan Mangkrak...,Negatif
2023-01-26T16:29:09Z,Laeli Nurulkhusna,cepet banget ya.,Netral
2023-01-26T16:14:37Z,Hanafi Bin Domin,Jokowi anugerah illahi sang penyelamat nkri.,Netral
2023-01-26T16:07:39Z,yoga febrian,"Bagus ,tapi hutan tolong perhatikan juga",Positif
2023-01-26T16:02:50Z,si nganu,buang buang duit negara buat nafsu politik😂mudah mudah an tidak terlaksana amin,Negatif
2023-01-26T15:50:14Z,Simpor Official,"Betul skali, kenyamanan para pekerja harus diutamakan. Bravo",Positif
2023-01-26T15:47:26Z,Oni Jati tulang,Assalamualaikum bang selamat malam wow mantap Kalimantan makin maju,Positif
2023-01-26T15:39:13Z,AKH ROYI,"Koq bisa seh Ekonomi lagi kocar kacirtapi Ngotot buat Proyek Ambisius,emang dimana urgensi na seh.? Dibanding dengan &quot",Negatif
2023-01-26T15:37:28Z,Ramadhan Tiba Ramadhan Tiba,Ikn asing y klo menurut k mending jkt aj  sih terbaik the jakarta,Negatif
2023-01-26T15:33:00Z,supri Yadi,Semoga warga lokal jadi tenaga kerja yg di utamakan,Positif
2023-01-26T15:31:27Z,Ramadhan Tiba Ramadhan Tiba,Kali mantan mantan kali,Netral
2023-01-26T15:29:32Z,7Good,semoga berguna bagi warga,Positif
2023-01-26T15:25:48Z,Hodijah 1203,SHRSNYA PEMBANGUNAN INFRASTRUKTUR IKN DIBANGUN DG GAYA BUDAYA CULTURE WILAYAH YG DIBANGUN AGR ADA TERKESAN KEBUDAYAAN DIKALIMANTAN TTP TERJAGA<br>JGN SEMUA DIBANGUN SPT IBUKOTA YG ADA<br>TDK ADA KHARISMATIKNYA,Positif
2023-01-26T15:23:48Z,KASAMAGO network,Selamat untuk Pulau Kalimantan.. Akhirnya JawaSentris berakhir,Positif
2023-01-26T15:17:56Z,Agung Agung,"Usul boleh dong ,,,<br>Kalau ibukota baru, karena nantinya akan menjadi pusat pemerintahan tentu sebagai barometer untuk pemerintahan daerah, sesuai dengan marwah negara kita adalah multi etnis dan multi agama, tolong dong bangun juga tempat ibadah umat lainnya dipusat pemerintahan negara, biar keadilannya dimulai dari pusat pemerintahannya dulu<br><br>Ini cuma usul aja ya<br>Biar ga hanya slogan dan jargon kita aja yang BHINEKA TUNGGAL IKA<br><br>👍🙏🙏🙏",Positif
2023-01-26T15:11:45Z,Mas Paijo,Semoga tdk di kerjakan oleh tenaga kerja dari china.. 🤲🤲,Positif
2023-01-26T15:04:45Z,Siti Susilawati,"Asyik akhirnya IKN pindah juga,",Positif
2023-01-26T15:03:48Z,e kusmayadi,MasyaAllah tabaraqallah...,Positif
2023-01-26T15:00:05Z,Darja balok balok,Mantap IKN,Positif
2023-01-26T14:34:28Z,Iip Saepul,Insya Allah saya akan ikut serta dalam pembangunan ikn <br>Insya Alloh Akan berangkat sesudah lebaran.. <br>Mohon doa nya iya kawan² 🙏,Netral
2023-01-26T14:32:52Z,Tatan Suhartono,Semoga dgn d bangunnya IKN.....Ekonomi rakyat negeri ini makin membaik....jangan sebaliknya!!!!,Positif
2023-01-26T14:19:12Z,Rusdi Yanto,Konyol,Negatif
2023-01-26T14:18:37Z,Slamet Bagas waras,Beijing  at the out side...,Netral
2023-01-26T14:00:42Z,Naysila Cahya,"Nyusahin rakyat doang dongo, ngontrak di negri sendiri,dongo dongo",Negatif
2023-01-26T13:48:06Z,Nanik Eka Sartini,Dikebut krn tinggal 2 th,Netral
2023-01-26T13:32:35Z,Dics Widianto,suasananya dibuat seperti kuala kencana timika..sepertinya,Netral
2023-01-26T13:24:45Z,Ditatama Putra,Semoga lancar Ya Allah....aamin...,Positif
2023-01-26T13:22:30Z,TUHAN,"Indonesia sedang melangakah maju, tolong untuk yg mengincar kekuasaan dan harta jangan buat indonesia mundur lagi",Positif
2023-01-26T13:22:23Z,Karl Heinz Yassir Guderian,Negeri 1001 Hutang,Negatif
2023-01-26T13:20:59Z,JJ,Ku ingin pindah ke Meikarta.<br><br>upsss..,Netral
2023-01-26T13:19:05Z,645_methana,"Pakai tenda dom , minggu depan lsngsung bisa pindah stana seperangkat kabinet &amp",Netral
2023-01-26T13:02:37Z,agus riyanto,Smoga Lancar lancar Dan dimudahkan urusan mereka...<br>Jujur amanah ya<br>Semangat bapak bapak...<br>NKRI Berdaulat,Positif
2023-01-26T13:01:56Z,M. ubaidillah,JAYALAH INDONESIA KU TER CINTA. 🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩,Positif
2023-01-26T12:55:55Z,UUuuUUuuUU,"Wahai PUPR.....buat tata letak gedung, trotoar yg sejajar dengan jalan dan gorong2 drainase yg bagus woii....kalo hasilnya ga jelas nnti malu warga indonesia woyy....masak iya kota terencana jaman modern 2022 hasilnya jelek, itu sangat memalukan.....detail estetik setiap sudut juga wajib diperhatikan wwoi...",Positif
2023-01-26T12:54:00Z,Fajar Suryanto,"Jalan Toll dan jalan bukan Toll di IkN  harus super lebar agar perencanaan yang ke depan lebih mudah dalam pengaturan dan harus berkiblat ibukota negara besar seperti ibukota  Amerika ,Rusia ,China karena negara kita negara besar .",Positif
2023-01-26T12:50:01Z,Hasbi Robbie,IKN jalan raya nya kog kecil bang...,Negatif
2023-01-26T12:47:53Z,Windarto Aulawi,Semoga lancar untuk Indonesia lebih baik,Positif
2023-01-26T12:33:30Z,Eno Sofyan,"semoga biayanya cukup dari aset negara, dan tidak ngutang sana sini<br>dan rakyat tidak bawa beban<br>aamiinn...",Positif
2023-01-26T12:24:19Z,Aep 22,Klow ada yg harus disalahkan akan rusaknya lingkungan<br>     Jangan cari jauh2<br>Lihatlah Vidio ini<br>Hehe,Negatif
2023-01-26T12:18:28Z,Area036,Burung pun tertegun,Netral
2023-01-26T12:16:32Z,Ade Haer,Sy dr Jawa barat mohon impormasi lowongan kerja d ikn,Netral
2023-01-26T12:09:25Z,chuk Romer tugiman,Beri kami rokok dan segelas kopi..<br>Akan ku bangun istana buat kalian..<br>Pepatah kuli jawa..,Netral
2023-01-26T12:08:06Z,Yapri 97,Jawa tnp ada&#39,Netral
2023-01-26T12:07:55Z,Dombaku_Farm,2024 jangan pilih partai banteng!!!<br>Pembangunan hasil ngutang<br>Harga2 pada naik buat bayar utang dengan alasan covid<br>Janji gak bagi2 kursi tapi akhirnya bagi2 juga<br>Katanya gak suka bagi2 BLT tapi akhirnya bagi2 juga,Negatif
2023-01-26T12:07:50Z,aku humanis,Diareal yg dibangun kok tak ada pohon. Apa tdk panas,Negatif
2023-01-26T12:06:19Z,febriyadi Tri H,ada korupsi disini<br>nostalgia hambalang,Negatif
2023-01-26T12:05:03Z,Mirzha_Fathan,"Pembangunan ibukota baru, di lahan yg benar&quot",Positif
2023-01-26T12:02:10Z,Yoga Prasetyo,Yg nge hate pembangunan ikn ajg lo,Netral
2023-01-26T12:01:40Z,Yoga Prasetyo,Seneng bgt indonesia punya ikn baru,Positif
2023-01-26T11:55:54Z,Trio sparta,Klo udah jadi mau rantau ksna ah 😊,Netral
2023-01-26T11:54:42Z,Rian YW,Kasihan juga itu hutan dirusak untuk jadi IKN,Negatif
2023-01-26T11:32:56Z,Jeki channel,Masyallah Indonesiaku ibu kota baru luar biasa megahnya😘,Positif
2023-01-27T09:18:03Z,Ah Kay,Semoga sukses Indonesia pusat pemerentah baru..tapi perlu 20 th lagi betul betul megah serupa Putrajaya Msia.,Positif
2023-01-26T11:14:23Z,Anak Singkong,Itu atap nya kalau di kasi warna warni mungkin lebih menarik dan bagus.,Positif
2023-01-26T11:10:29Z,djakfar,Semoga selesai,Positif
2023-01-26T11:06:01Z,Ngaji Ndeso,"Semoga paranpekerja di berikan di nyamanan dan kesehatan, selamat para pekerja , pekerjaanmu tk kan pernah dilipakan.",Positif
2023-01-26T11:04:01Z,Ngaji Ndeso,"Mantul bp jokowi dan semuanya yg mndukung, semoga IKN benar2 terlaksana",Positif
2023-01-26T11:01:02Z,Heru Haeruman,Semoga tidak mangkrak.,Positif
2023-01-26T11:00:31Z,Ramadhan Firmansyah,Sudah ada ibu kota <br>Buat ibu kota lagi<br><br>Emang niatnya buat wrga pribumi<br>Atau buat tempat Aseng ?,Netral
2023-01-27T00:38:52Z,free Palestine,Ibukota lu tenggelam noh,Negatif
2023-01-26T11:00:06Z,I A,Otw IKN jualan bakso dan mie ayam,Netral
2023-01-26T10:58:34Z,gimbal dieng,Banyak yang setuju tapi tak sedikit yang tidak setuju..... Biasalah namanya aja hidup..... Hanya pada akhirnya semua akan menjadi tidak setuju dan bermasalah kalau sampai pembangunan ini tidak terwujud dan berfungsi sesuai harapan.,Netral
2023-01-26T10:54:25Z,Doni Dolan,Mantaaaaaaapppp 👍👍👍👍<br>Indonesia semakin maju,Positif
2023-01-26T10:40:02Z,Rahmawti,ya ampun kalimntan ku hancur,Negatif
2023-01-26T10:38:28Z,riyantos aloho,kudengar buat resapan air kedalam tanah juga,Netral
2023-01-26T10:32:05Z,Maz bro Nugie,RAK PENTING BLAS,Negatif
2023-01-26T10:27:11Z,Syamsir dachlan Rante,Dalam waktu beberapa tahun kedepan hutan yang hijau akan gundul oleh ambisi manusia,Negatif
2023-01-26T10:25:24Z,Anna Nurbiana,Ada sekolah gak pak,Netral
2023-01-26T10:22:57Z,Bang Okiem,Semoga BPK ANIES BASWEDAN PRESIDEN INDONESIA AAMIIN3X,Netral
2023-01-26T10:20:48Z,Jerry pratama,Sukses pembangunan IKN,Positif
2023-01-26T10:17:47Z,Aman Kawal,Alhamdulillah🤲<br>SmoGa LanCar n SeLamaT 👍,Positif
2023-01-26T10:13:23Z,Sri Kusumaningsih,MasyaAlloh....,Positif
2023-01-26T10:12:32Z,Srikandi Lgr,"kalau suatu saat Indonesia diinvasi gimana tuh, katakan dari barat, utara, timur laut, atau dari udara. secara geografis itu front line. langsung kena dong ikn<br><br>kalau Jakarta meskipun banjir tapi secara geografis aman tuh dari serangan luar",Netral
2023-01-26T10:09:07Z,Pande Budiana,"Semoga IKN cepat terselesaikan,agar kami indonesia timur dapat merasakan dampaknya",Positif
2023-01-26T10:02:33Z,Gus Mertha,"Smoga pemimpin nasional ke depan sama dgn kebijakan jokowi, biar IKN berjalan lacar sampai ibukota pindah ke IKN",Positif
2023-01-26T09:57:35Z,Syah Rizal,Sehat2 Selalu Semua,Positif
2023-01-26T09:53:05Z,Arjuna aro aar,Hihi ..,Netral
2023-01-26T09:49:55Z,suhar tono,Rakyat sangat mendukung. Semoga lancar.,Positif
2023-01-26T09:48:31Z,Softdonuts Av,Kalau ga ada yg ngisi yaa buat apa.....ga ditinggalin malah rusak semua,Negatif
2023-01-26T09:48:30Z,picopiogames,Iklannya manis tapi ga sesuai janji,Negatif
2023-01-26T09:47:56Z,Onang Cak,Alhamdulillah....semua pekerja dan pejabat yg bertugas diberi kesehatan dan keselamatan kerja......,Positif
2023-01-26T09:47:34Z,Papa el,Calon kota hantu nih? eh. Wkwk,Negatif
2023-01-26T09:38:36Z,Mai Rupa,Raja keturunan Arab sudah bersahabat dengan istana di Kalimantan ? Sebab raja2 di Kalimantan banyak keturunan Arab,Netral
2023-01-26T09:37:56Z,Joko Samudro,ini adalah sejarah bagi bangsa Indonesia. semoga pembangunannya tiada hambatan.,Positif
2023-03-13T21:41:47Z,sulthon efendi efendi,"@vonny felicia semua hal adalah pekerjaan yg harus di selesaikan ...... Karena itulah negara ini ada , dan ada bagian nya sendiri-sendiri , IKN itu bagian dari kebijakan yg juga harus di selesaikan ....ngak ada yg salah , dan yg tidak setuju , silahkan yg",Netral
2023-03-11T10:58:08Z,Civic Turbo 👍,masih belum ada gedung pemerintahan yg dibangun di IKN,Netral
2023-02-16T10:12:10Z,Kasun Kemiri,mudah2an ikn cepat selesai dan bermanfaat bagi nkri,Positif
2023-02-08T08:31:39Z,Polina Pvlchnko,@jokosamudro3654 aamiin....,Netral
2023-02-08T08:30:29Z,Polina Pvlchnko,"Kebiasaan... belum apa apa udh berprasangka buruk, dari dulu emang, mau zaman pemerintah mana pun pasti ada aja orang orang kyk gitu. Kalau IKN nanti berhasil kalian jangan jilat ludah sendiri ya !",Netral
2023-01-26T09:26:50Z,Ags w31,semoga lancar dan sesuai rencana.,Positif
2023-01-26T09:17:26Z,Ita Ae,Ini presiden jokowi,Netral
2023-01-26T09:12:54Z,H'ello s'train,"Kenapa Harus tanam betonn kenapa tidak ter buat dari kayu, dalam bentuk pangung terbuka supaya kita bisa,pantau apa yq mereka kerjaaan dan rapatkan saat ngantor dalam ruangan terbuka, klau tertertutup sala gunakan tempat korupsi para calon agota praksi partai,, dan pembantu rakyat. <br>Conto gedung Dpr jakarta, rapat,,kita tonton korsi kosong,.kbykan.",Netral
2023-01-26T09:04:43Z,SENGOKU Id,"terlalu di paksakan, terlalu prematur",Negatif
2023-01-26T08:48:03Z,merdeka,Tai lah...2023 msh mikir istana negara ibukota baru..tinggal zoom aja woy udh canggih dunia ini,Negatif
2023-01-26T08:33:33Z,Ins 7,"Kok kayak ga sesuai desain yang juara/di pilih yaa?<br>Atau emng belum jadi sepenuhnya, jadi belum terlihat secara utuh.",Negatif
2023-01-26T08:33:16Z,Sembilan Dua,Maksa,Negatif
2023-01-26T08:32:54Z,DahlanNoto,Oke.,Netral
2023-01-26T08:26:29Z,Ibrohim Hanafi,"semoga dijauhkan dr pihak2 yg merugikan seperti koruptor, mafia, dsb<br>semoga lancar dan menjadikan indonesia lebih maju, cerdas, inovatif, beradab dan berkah.",Positif
2023-01-26T08:18:10Z,Su Kirman,Proyek Abal..Abal pemeras rakyat,Negatif
2023-01-26T08:09:25Z,Hunari Setyawan,"semoga pembangunan IKN segera jadi sehingga 17 Agustusan bisa dilaksanakan di IKN Nusantara dan bisa menunjukkan ke dunia inilah Indonesia dengan ibukota baru,,, serta buat pelajaran tata kata yg bisanya cuma 🗣️🗣️🗣️ atas IKN Nusantara",Positif
2023-01-26T08:04:27Z,Donny Saputra,Akhirnya ibu kota indonesia jadi pindah semoga semuanya lancar dan para pekerja yg terlibat di beri kesehatan dan keberkahan aamiin,Positif
2023-01-29T19:16:53Z,Annmousnet,"@No Name bagus malah, apalagi kalau di alam gaib. Musuh susah identifikasi.  Buat pertahanan.  Kalau diserang gampang larinya",Netral
2023-01-27T21:14:10Z,No Name,Ibu kota gw kok di hutan,Negatif
2023-01-26T08:01:05Z,Panglipurjiwo Music,Menyulitkan orang jawa jika ingin UNJUK RASA ke presiden... Apa memang itu tujuannya???,Netral
2023-01-26T07:46:53Z,abdul aziz,Haduuh mubazir mubazir mendingan duit bangunannya  buat orang miskin,Negatif
2023-01-26T07:40:53Z,Djoko Atmowidjojo,KPK bungkam bengkak puluhan TRILYUN !!!<br><br>🤡🤡🤡,Negatif
2023-01-26T07:38:11Z,Supri Yadi,Mantap jdlah pindah ke kalimantan.daripd di jakarta bisa tenggelam.biar aja kadrun pd berenang diair abis blagu tolak IKN.,Positif
2023-01-26T07:34:26Z,Candra Nurwansyah Heryana,"Bagus, demi memuaskan ambisi pemimpinnya. Semua bentuk pajak naik, cukai, dan suku bunga. Terus sedot uang keringat rakyat",Negatif
2023-01-26T07:30:21Z,Giant vlog,Tolong itu kabel listrik atas diganti sma kabel tanam aja pak biar smakin tapih,Positif
2023-01-26T07:26:20Z,SE Asian,"Rumah bedeng begitu 500juta per unit? Rumah menteri biaya pembangunan gedungnya tok 14M? Yeah, tutup mata sajalah suda.",Netral
2023-01-26T07:13:53Z,Riskhi Nata,hm,Netral
2023-01-26T07:08:33Z,KACUNG OLIGARKI,Mirip bangunan China,Negatif
2023-01-26T07:06:55Z,Fssm Fadhli,Keren,Positif
2023-01-26T07:01:24Z,Yoga effendi Effendi,Siap&quot,Netral
2023-01-26T06:58:42Z,Ana Suryana Yana,Pak it bangunan sprti rusun n sprti penginapan mes orang2 krja aj,Netral
2023-01-26T06:52:23Z,Sugi Atmo,weh mntab nugu daftr kerjaa ah,Netral
2023-01-26T06:51:54Z,Dimas Saputra,Bapak narasumbernya benar2 kompeten sekali. Semoga selalu diberi kesehatan dan kelancaran dalam bekerja ya pak. Amiin 🤲,Positif
2023-01-27T23:25:03Z,Kis Andayani,Aamiin aamiin YRA,Netral
2023-01-27T08:02:33Z,Dimas Saputra,"Iya mudah2an dikemudian hari nnti bisa gantiin Pak Basuki jadi Menteri PUPR .<br>Melihat gelar sarjana yg mentereng dari Beliau, juga tentunya kompetensi di bidang pembangunan dan pekerjaan umum yg sangat2 mumpuni dan juga diimbangi komunikasi yg baik bpk ini layak jd the next Pak Basuki. <br>Sehat2 terus bpk, semoga apa yg saya harapkan menjadi harapan bpk dan juga kehendak Tuhan.",Positif
2023-01-27T07:10:41Z,WADIDAU,Betul.... Baru kali ini denger narasumber proyek jelasinnya enak banget....,Positif
2023-01-26T06:49:13Z,ali,Paling juga nanti terbengkalai,Negatif
2023-01-26T07:25:40Z,Aspida Channel,"Wkwkkw  , kalau tidak gmna donk",Negatif
2023-01-26T06:42:00Z,ngetutor,Mantab,Positif
2023-01-26T06:41:41Z,Arif Setiawan,Semakin yakin IKN akan menjadi yg termangkrak dan mngntr jukiwow ke pnjara,Negatif
2023-01-26T06:41:29Z,Bonar Siahaan,"Di IKN, menyimak penjelasan nara sumber, hanya ada satu rumah ibadah. <br>Mengapa gereja, vihara, kelenteng, pura, tidak dibangun oleh pemerintah?.",Netral
2023-01-26T06:22:01Z,Mantan Petualang,Kalimantan.tanah harapan masa depan Indonesia yang bisa menampung 1 milyar penduduk.,Netral
2023-01-26T06:13:53Z,Mantan Petualang,Gedung DPR selesaikan dulu.agar anggota DPR bisa pindah duluan.,Netral
2023-01-26T06:12:36Z,WANI NGGO PERTIWI,2024 PILIH YANG BISA MELANJUTKAN IKN,Positif
2023-01-26T06:10:22Z,Goen,"bandara belum di pakai ud mangkrak, ini mah penghuni olang olang itu,",Negatif
2023-01-26T06:07:51Z,prasetyati wulandari,InsyaAllah pak anies baswedan presiden ri 2024,Netral
2023-01-26T05:55:26Z,Arjuna_irenG,Di media tentu yg manis di liatkan😌,Negatif
2023-01-26T05:47:04Z,alpha.,"Saya bukan pembenci Jokowi, namun saya tidak setuju sedari awal dengan proyek IKN ini. Concern saya ke lingkungannya. Pasti rusak.",Negatif
2023-01-26T11:49:28Z,Eldontua Silalahi,dulu jakarta juga hutan jngan bacot,Negatif
2023-01-26T05:41:36Z,Vara Raggi,Semoga PNS pemerintahan cepet pindah kesana... Berikut pengusaha - pengusahanya...,Netral
2023-01-26T05:32:05Z,Veenan D Channel,"Kalo presiden sdah ganti, apakah proyek masih di lanjutkan ??",Netral
2023-01-26T05:28:48Z,Cookie S,Inti bumi di hancurkan semoga tidak terjadi bencana ALAM bagi ketua adat setempat <br>Apa yang kamu tuai karma akan berlaku kepada anak cucu di masa depan!,Negatif
2023-01-26T05:26:24Z,konter NBil,Klo bnr ikn jadi mudahan presidennya dr suku paser,Netral
2023-01-26T05:18:50Z,indayani112 yani112,Moga yang terbaik untuk cucu cucu anak masa depan nantinya sabang marauke 🇮🇩🙏aamin,Positif
2023-01-26T05:09:47Z,Dimas Efendi,"Ini yg dinamakan kerja nyata, nampak dimata fakta adanya, bukan cuma ber kata-kata Tiba&quot",Positif
2023-01-26T05:03:28Z,hendra mahendra,Kira&quot,Netral
2023-01-26T04:59:04Z,Hadi Wijaya,Usul bl mei 2024 hrs bs pindah ASN Ke IKN unt menyesuaikan lingkungan baru. Kmd tgl 17 Agustus 2024 upacara HUT RI. OK..? KAUM DAYAK mengadakan pertujukan ngadakan lomba budaya antar RT kmd antar RW KMD antar kab. Unt daya tarik wisata berbondong bondong lihat tampilan budayanya. Hotel sgr di dirikan sgr baik bintang 1 sd bintang 5. Agar pariwisata meningkat,Positif
2023-01-26T04:54:51Z,Rizki Darmawan,mau jadi tah mindahin ibukota?,Netral
2023-01-26T04:22:50Z,boy,"Semoga Kalimantan makin maju,,,",Positif
2023-01-26T04:21:43Z,muhamad teguh,"paling penduduk nya buat cina aja itu,.. orang asli bakal jadi babu",Negatif
2023-01-26T04:18:20Z,R Gunners,harus di awasi karena rentan korupsi,Positif
2023-01-26T04:09:59Z,Syakur Sangatta,"Yaa Alloh Anugerahkan RidhoMu - RahmatMu - Kemudahan - Kelancaran dan Keselamatan dalam rencana pembangunan Kawasan IKN ini sampai selesai, sehingga nantinya terwujud Pemerintahan dan Negara yang Adil Makmur dan Sejahtera 🤲🤲😍😍🙏",Positif
2023-01-26T04:01:03Z,Timothy,"Mestinya kantor pemerintah dilengkapi dengan gereja juga, selain bangunan mesjid🇮🇩🙏",Positif
2023-01-26T03:53:47Z,Ana rsk,Terlihat proges nya bener2 jalan dan gak cuma sekedar omongan belaka,Positif
2023-01-26T03:34:52Z,AHMAD ZAKI,Gak ada yg nanya disini tanah seluas itu yg punya siapa 😅🤣,Netral
2023-01-26T03:23:14Z,Tata Supriata,"Kita yg sudah tua ikut berbangga hati , semoga anak cucu yg bisa menikmati kemerdekaan yg sesungguhnya aman nyaman bahagia BERBANGSA &amp",Positif
2023-02-19T08:43:13Z,anggo putin,Amin,Netral
2023-01-27T23:07:41Z,Daru Agung,"ya g mungkin to bos,orang tanah leluhurnya mayoritas d pulau jawa.itupun blm tentu setahun sx plg kamoung,apalagi cuma sekedar jln2 nonton bangunan IKN....koyo wes turah duet to bos🤦‍♂🤦‍♂😇😇",Netral
2023-01-26T03:15:49Z,Suwardi Patma,.x,Netral
2023-01-26T03:03:21Z,Kaum Mendang Mending,Kok bisa ya tiba-tiba punya ide pindah ibukota eh langsung dibangun kota-nya?? <br>Padahal dulu kampanye gak ada janji bangun ikn,Negatif
2023-01-26T02:59:16Z,Erwin Kusnadi,Majulah negeriku.makmur dan sejahtera rakyatnya.mari berlari membangun negeri yg makmur dan sjahtera.berantas korupsi ug menghambat pembangunanbuang kelaut  para pelaku penghianat bangsa?!!💪💪💪💪,Positif
2023-01-26T02:55:59Z,bayu aditya,Semoga ga bocor,Netral
2023-01-26T02:49:46Z,Nova Khumairoh,"senang sekali rasanya yg terlibat di awal pembangunan saat ini ketika sudah berdiri Nusantara akan ada perasaan bangga dan terharu ,,,bismillah pasti akan di mudahkan segala sesuatunya",Positif
2023-01-26T02:28:12Z,Kratos,gue mau open rekrutmen ah jadi agen starling di IKN 🤣,Netral
2023-01-26T02:10:23Z,Rahmat Alfian,"Jika baik semoga dilancarkan, jika buruk semoga dipersusah hingga dihentikan",Positif
2023-01-26T02:09:18Z,Afdal Channel,oke deh lanjut terus kalo demi pembangunan dan pemerataan ekonomi mah...,Positif
2023-01-26T01:58:03Z,Sunaja Jaja,Kira2 mangkrak gak ya?,Negatif
2023-01-26T01:52:53Z,Tino florete channel,Mantap...,Positif
2023-01-26T01:42:19Z,Zulkarnain Pku,Semoga hutang negara tidak membebani rakyat nya yang masih banyak susah hidup di dalam kemiskinan,Positif
2023-01-26T01:40:10Z,Zian Farah Ariyadatul Janah,"Awas, nanti kayak MEIKARTA, iklannya sampai terngiang ngiang",Negatif
2023-01-26T01:35:38Z,barakuda,Mdah2an kesejahteraan rakyat bs merata dan IKN ini k dpnnya tdk sia2...,Positif
2023-01-26T01:30:31Z,Bella astrina,YG PENTING PENGELOLA DAN PARA PEKERJA NYA ASLI INDONESIA...ITU YG PENTING,Positif
2023-01-26T01:30:19Z,Agoeus,Mdh2n bkn Anis pengganti nya pak Jokowi,Netral
2023-01-26T01:24:50Z,Jaki Fiul,"Kalau saya pribadi ibu kota pindah itu tidak bermasalah, yg saya kurang setuju kenapa di Kalimantan kok gak di Papua aja, karena menurut saya itu lebih berdampak banyak bagi rakyat Papua",Netral
2023-01-26T01:21:10Z,Angga Primanjaya,Yakin ga jadi sarang Korupsi,Negatif
2023-01-26T01:20:18Z,jarworeo,Masak sih. Yang beneeer...gak bohong niiih..ada yang dikorbankan gaaak.. ada deal2an gak.....,Negatif
2023-01-26T01:18:56Z,Zeus Rabby,Kami di pulau Buru maluku produk utama yaitu kelapa kopra. tapi sayangnya harga jual sangat rendah karna pabrik pengolahan ada di pulau Jawa. perlu lima tangan hingga masuk ke pabrik. seharusnya pemerataan pembangunan dimulai dari hal yang lebih mudah serta tidak memakan biaya yang besar. <br>IKN vs PABRIK PENGOLAHAN KOMUDITAS,Netral
