,Unnamed: 0,Komentar,Polarity,casefolding,cleaned_text,normalized_text,tokenizing,stopword,stemming,text_preprocessed
1142,1216,"Ya harus di pindah, jakarta dah sumpek, jakarta harus buat kawasan bisnis. Sumatera juga harus di bangun, jangan pulau jawa aja....",Positif,"ya harus di pindah, jakarta dah sumpek, jakarta harus buat kawasan bisnis. sumatera juga harus di bangun, jangan pulau jawa aja....",ya harus di pindah  jakarta dah sumpek  jakarta harus buat kawasan bisnis  sumatera juga harus di bangun  jangan pulau jawa aja,iya harus di pindah jakarta sudah sumpek jakarta harus buat kawasan bisnis sumatera juga harus di bangun jangan pulau jawa saja,"['iya', 'harus', 'di', 'pindah', 'jakarta', 'sudah', 'sumpek', 'jakarta', 'harus', 'buat', 'kawasan', 'bisnis', 'sumatera', 'juga', 'harus', 'di', 'bangun', 'jangan', 'pulau', 'jawa', 'saja']","['iya', '', '', 'pindah', 'jakarta', '', 'sumpek', 'jakarta', '', 'buat', 'kawasan', 'bisnis', 'sumatera', '', '', '', 'bangun', 'jangan', 'pulau', 'jawa', '']","['iya', '', '', 'pindah', 'jakarta', '', 'sumpek', 'jakarta', '', 'buat', 'kawasan', 'bisnis', 'sumatera', '', '', '', 'bangun', 'jangan', 'pulau', 'jawa', '']","['iya', 'pindah', 'jakarta', 'sumpek', 'jakarta', 'buat', 'kawasan', 'bisnis', 'sumatera', 'bangun', 'jangan', 'pulau', 'jawa']"
1143,1217,Enak lah yg akan jadi presiden berikutnya,Negatif,enak lah yg akan jadi presiden berikutnya,enak lah yg akan jadi presiden berikutnya,enak lah yang akan jadi presiden berikutnya,"['enak', 'lah', 'yang', 'akan', 'jadi', 'presiden', 'berikutnya']","['enak', 'lah', '', '', 'jadi', 'presiden', 'berikutnya']","['enak', 'lah', '', '', 'jadi', 'presiden', 'ikut']","['enak', 'lah', 'jadi', 'presiden', 'ikut']"
1144,1218,Mega proyek... MUDAHAN TIDAK DI BARENGI &quot,Positif,mega proyek... mudahan tidak di barengi &quot,mega proyek    mudahan tidak di barengi,mega proyek mudahan tidak di barengi,"['mega', 'proyek', 'mudahan', 'tidak', 'di', 'barengi']","['mega', 'proyek', 'mudahan', '', '', 'barengi']","['mega', 'proyek', 'mudah', '', '', 'bareng']","['mega', 'proyek', 'mudah', 'bareng']"
1145,1219,Perancanaan yang sangat bagus<br>Memanusiakan manusia para pekerja proyek 👍👍<br>Semoga semuanya berjalan lancar Aamiin 🤲🤲,Positif,perancanaan yang sangat bagus<br>memanusiakan manusia para pekerja proyek 👍👍<br>semoga semuanya berjalan lancar aamiin 🤲🤲,perancanaan yang sangat bagus memanusiakan manusia para pekerja proyek  semoga semuanya berjalan lancar aamiin,perancanaan yang sangat bagus memanusiakan manusia para pekerja proyek semoga semuanya berjalan lancar aamiin,"['perancanaan', 'yang', 'sangat', 'bagus', 'memanusiakan', 'manusia', 'para', 'pekerja', 'proyek', 'semoga', 'semuanya', 'berjalan', 'lancar', 'aamiin']","['perancanaan', '', 'sangat', 'bagus', 'memanusiakan', 'manusia', '', 'pekerja', 'proyek', 'semoga', 'semuanya', 'berjalan', 'lancar', 'aamiin']","['perancanaan', '', 'sangat', 'bagus', 'manusia', 'manusia', '', 'kerja', 'proyek', 'moga', 'semua', 'jalan', 'lancar', 'aamiin']","['perancanaan', 'sangat', 'bagus', 'manusia', 'manusia', 'kerja', 'proyek', 'moga', 'semua', 'jalan', 'lancar', 'aamiin']"
1146,1220,Ngeri pembangunan IKN..takut gk jadi di pakek setelah gak menjabat jd presiden pak jokowi..biasanya ganti presiden ganti idea.gk maunnerusin hasil jeripyah pembangunan presiden sblm nya,Negatif,ngeri pembangunan ikn..takut gk jadi di pakek setelah gak menjabat jd presiden pak jokowi..biasanya ganti presiden ganti idea.gk maunnerusin hasil jeripyah pembangunan presiden sblm nya,ngeri pembangunan ikn  takut gk jadi di pakek setelah gak menjabat jd presiden pak jokowi  biasanya ganti presiden ganti idea gk maunnerusin hasil jeripyah pembangunan presiden sblm nya,ngeri pembangunan ikn takut tidak jadi di pakai setelah tidak menjabat jadi presiden bapak jokowi biasanya ganti presiden ganti idea tidak maunnerusin hasil jeripyah pembangunan presiden sebelum nya,"['ngeri', 'pembangunan', 'ikn', 'takut', 'tidak', 'jadi', 'di', 'pakai', 'setelah', 'tidak', 'menjabat', 'jadi', 'presiden', 'bapak', 'jokowi', 'biasanya', 'ganti', 'presiden', 'ganti', 'idea', 'tidak', 'maunnerusin', 'hasil', 'jeripyah', 'pembangunan', 'presiden', 'sebelum', 'nya']","['ngeri', 'pembangunan', 'ikn', 'takut', '', 'jadi', '', 'pakai', '', '', 'menjabat', 'jadi', 'presiden', 'bapak', 'jokowi', 'biasanya', 'ganti', 'presiden', 'ganti', 'idea', '', 'maunnerusin', 'hasil', 'jeripyah', 'pembangunan', 'presiden', '', 'nya']","['ngeri', 'bangun', 'ikn', 'takut', '', 'jadi', '', 'pakai', '', '', 'jabat', 'jadi', 'presiden', 'bapak', 'jokowi', 'biasa', 'ganti', 'presiden', 'ganti', 'idea', '', 'maunnerusin', 'hasil', 'jeripyah', 'bangun', 'presiden', '', 'nya']","['ngeri', 'bangun', 'ikn', 'takut', 'jadi', 'pakai', 'jabat', 'jadi', 'presiden', 'bapak', 'jokowi', 'biasa', 'ganti', 'presiden', 'ganti', 'idea', 'maunnerusin', 'hasil', 'jeripyah', 'bangun', 'presiden', 'nya']"
1147,1221,INSYAALLAH ALKAH S.W.T...MEMBERI KELANCARAN ..PROSES PEMBANGUNAN D IBU KOTA BARU KEBANGSAAN INDONESIA   Aamiin...<br><br>.,Positif,insyaallah alkah s.w.t...memberi kelancaran ..proses pembangunan d ibu kota baru kebangsaan indonesia   aamiin...<br><br>.,insyaallah alkah         memberi kelancaran   proses pembangunan   ibu kota baru kebangsaan indonesia aamiin,insyaa allah allah memberi kelancaran proses pembangunan ibu kota baru kebangsaan indonesia aamiin,"['insyaa', 'allah', 'allah', 'memberi', 'kelancaran', 'proses', 'pembangunan', 'ibu', 'kota', 'baru', 'kebangsaan', 'indonesia', 'aamiin']","['insyaa', 'allah', 'allah', 'memberi', 'kelancaran', 'proses', 'pembangunan', 'ibu', 'kota', 'baru', 'kebangsaan', 'indonesia', 'aamiin']","['insyaa', 'allah', 'allah', 'beri', 'lancar', 'proses', 'bangun', 'ibu', 'kota', 'baru', 'bangsa', 'indonesia', 'aamiin']","['insyaa', 'allah', 'allah', 'beri', 'lancar', 'proses', 'bangun', 'ibu', 'kota', 'baru', 'bangsa', 'indonesia', 'aamiin']"
1148,1222,pinter bat viva comot video kemenpupr 😆😆😆,Netral,pinter bat viva comot video kemenpupr 😆😆😆,pinter bat viva comot video kemenpupr,pintar bat viva comot video kemenpupr,"['pintar', 'bat', 'viva', 'comot', 'video', 'kemenpupr']","['pintar', 'bat', 'viva', 'comot', 'video', 'kemenpupr']","['pintar', 'bat', 'viva', 'comot', 'video', 'kemenpupr']","['pintar', 'bat', 'viva', 'comot', 'video', 'kemenpupr']"
1149,1223,Smg tdk hambalang ver.2,Positif,smg tdk hambalang ver.2,smg tdk hambalang ver,semoga tidak hambalang ver,"['semoga', 'tidak', 'hambalang', 'ver']","['semoga', '', 'hambalang', 'ver']","['moga', '', 'hambalang', 'ver']","['moga', 'hambalang', 'ver']"
1150,1224,Yakin gada korupsi? Wkwkw,Negatif,yakin gada korupsi? wkwkw,yakin gada korupsi wkwkw,yakin tidak ada korupsi wkwk,"['yakin', 'tidak', 'ada', 'korupsi', 'wkwk']","['yakin', '', '', 'korupsi', 'wkwk']","['yakin', '', '', 'korupsi', 'wkwk']","['yakin', 'korupsi', 'wkwk']"
1151,1225,"Bayangkan IKN dgn jalanan tanpa kabel sliweran ,sanitasi ,transportasi semua tertata dgn baik ...pkoknya yees",Positif,"bayangkan ikn dgn jalanan tanpa kabel sliweran ,sanitasi ,transportasi semua tertata dgn baik ...pkoknya yees",bayangkan ikn dgn jalanan tanpa kabel sliweran  sanitasi  transportasi semua tertata dgn baik    pkoknya yees,bayangkan ikn dengan jalanan tanpa kabel sliweran sanitasi transportasi semua tertata dengan baik pokoknya iya,"['bayangkan', 'ikn', 'dengan', 'jalanan', 'tanpa', 'kabel', 'sliweran', 'sanitasi', 'transportasi', 'semua', 'tertata', 'dengan', 'baik', 'pokoknya', 'iya']","['bayangkan', 'ikn', '', 'jalanan', '', 'kabel', 'sliweran', 'sanitasi', 'transportasi', 'semua', 'tertata', '', 'baik', 'pokoknya', 'iya']","['bayang', 'ikn', '', 'jalan', '', 'kabel', 'sliweran', 'sanitasi', 'transportasi', 'semua', 'tata', '', 'baik', 'pokok', 'iya']","['bayang', 'ikn', 'jalan', 'kabel', 'sliweran', 'sanitasi', 'transportasi', 'semua', 'tata', 'baik', 'pokok', 'iya']"
1152,1226,Semoga IKN segera jadi karena Jakarta sudah tidak layak menjadi ibu kota...,Positif,semoga ikn segera jadi karena jakarta sudah tidak layak menjadi ibu kota...,semoga ikn segera jadi karena jakarta sudah tidak layak menjadi ibu kota,semoga ikn segera jadi karena jakarta sudah tidak layak menjadi ibu kota,"['semoga', 'ikn', 'segera', 'jadi', 'karena', 'jakarta', 'sudah', 'tidak', 'layak', 'menjadi', 'ibu', 'kota']","['semoga', 'ikn', 'segera', 'jadi', '', 'jakarta', '', '', 'layak', 'menjadi', 'ibu', 'kota']","['moga', 'ikn', 'segera', 'jadi', '', 'jakarta', '', '', 'layak', 'jadi', 'ibu', 'kota']","['moga', 'ikn', 'segera', 'jadi', 'jakarta', 'layak', 'jadi', 'ibu', 'kota']"
1153,1227,Semoga ALLAH SWT...melindungi semua pekerja proyek IKN...amien,Positif,semoga allah swt...melindungi semua pekerja proyek ikn...amien,semoga allah swt   melindungi semua pekerja proyek ikn   amien,semoga allah swt melindungi semua pekerja proyek ikn aamiin,"['semoga', 'allah', 'swt', 'melindungi', 'semua', 'pekerja', 'proyek', 'ikn', 'aamiin']","['semoga', 'allah', 'swt', 'melindungi', 'semua', 'pekerja', 'proyek', 'ikn', 'aamiin']","['moga', 'allah', 'swt', 'lindung', 'semua', 'kerja', 'proyek', 'ikn', 'aamiin']","['moga', 'allah', 'swt', 'lindung', 'semua', 'kerja', 'proyek', 'ikn', 'aamiin']"
1154,1228,Kopid aja ladang korup apalg ini haha,Negatif,kopid aja ladang korup apalg ini haha,kopid aja ladang korup apalg ini haha,covid saja ladang korupsi apalagi ini haha,"['covid', 'saja', 'ladang', 'korupsi', 'apalagi', 'ini', 'haha']","['covid', '', 'ladang', 'korupsi', '', '', 'haha']","['covid', '', 'ladang', 'korupsi', '', '', 'haha']","['covid', 'ladang', 'korupsi', 'haha']"
1155,1229,Alhamdulillah kota gua jakarta bebas 😭,Positif,alhamdulillah kota gua jakarta bebas 😭,alhamdulillah kota gua jakarta bebas,alhamdulillah kota saya jakarta bebas,"['alhamdulillah', 'kota', 'saya', 'jakarta', 'bebas']","['alhamdulillah', 'kota', '', 'jakarta', 'bebas']","['alhamdulillah', 'kota', '', 'jakarta', 'bebas']","['alhamdulillah', 'kota', 'jakarta', 'bebas']"
1156,1230,"Buat pejabat yang punya wewenang ketika membangun ini, ingatlah meikarta, jangan sampe kaya gitu.",Positif,"buat pejabat yang punya wewenang ketika membangun ini, ingatlah meikarta, jangan sampe kaya gitu.",buat pejabat yang punya wewenang ketika membangun ini  ingatlah meikarta  jangan sampe kaya gitu,buat pejabat yang punya wewenang ketika membangun ini ingatlah meikarta jangan sampai kaya begitu,"['buat', 'pejabat', 'yang', 'punya', 'wewenang', 'ketika', 'membangun', 'ini', 'ingatlah', 'meikarta', 'jangan', 'sampai', 'kaya', 'begitu']","['buat', 'pejabat', '', 'punya', 'wewenang', '', 'membangun', '', 'ingatlah', 'meikarta', 'jangan', '', 'kaya', '']","['buat', 'jabat', '', 'punya', 'wewenang', '', 'bangun', '', 'ingat', 'meikarta', 'jangan', '', 'kaya', '']","['buat', 'jabat', 'punya', 'wewenang', 'bangun', 'ingat', 'meikarta', 'jangan', 'kaya']"
1157,1231,Meikarta swasta bro,Netral,meikarta swasta bro,meikarta swasta bro,meikarta swasta bro,"['meikarta', 'swasta', 'bro']","['meikarta', 'swasta', 'bro']","['meikarta', 'swasta', 'bro']","['meikarta', 'swasta', 'bro']"
1158,1232,Josss... Batunya pakai badar besi biar kalo di tembak teng amerika gak tembus. Ornamen pakai kol buntet biar gak mempan di bom musuh. Lapisan pakai rompi ontokusumo.,Netral,josss... batunya pakai badar besi biar kalo di tembak teng amerika gak tembus. ornamen pakai kol buntet biar gak mempan di bom musuh. lapisan pakai rompi ontokusumo.,josss    batunya pakai badar besi biar kalo di tembak teng amerika gak tembus  ornamen pakai kol buntet biar gak mempan di bom musuh  lapisan pakai rompi ontokusumo,jos batunya pakai badar besi biar kalau di tembak teng amerika tidak tembus ornamen pakai kol buntet biar tidak mempan di bom musuh lapisan pakai rompi ontokusumo,"['jos', 'batunya', 'pakai', 'badar', 'besi', 'biar', 'kalau', 'di', 'tembak', 'teng', 'amerika', 'tidak', 'tembus', 'ornamen', 'pakai', 'kol', 'buntet', 'biar', 'tidak', 'mempan', 'di', 'bom', 'musuh', 'lapisan', 'pakai', 'rompi', 'ontokusumo']","['jos', 'batunya', 'pakai', 'badar', 'besi', 'biar', 'kalau', '', 'tembak', 'teng', 'amerika', '', 'tembus', 'ornamen', 'pakai', 'kol', 'buntet', 'biar', '', 'mempan', '', 'bom', 'musuh', 'lapisan', 'pakai', 'rompi', 'ontokusumo']","['jos', 'batu', 'pakai', 'badar', 'besi', 'biar', 'kalau', '', 'tembak', 'teng', 'amerika', '', 'tembus', 'ornamen', 'pakai', 'kol', 'buntet', 'biar', '', 'mempan', '', 'bom', 'musuh', 'lapis', 'pakai', 'rompi', 'ontokusumo']","['jos', 'batu', 'pakai', 'badar', 'besi', 'biar', 'kalau', 'tembak', 'teng', 'amerika', 'tembus', 'ornamen', 'pakai', 'kol', 'buntet', 'biar', 'mempan', 'bom', 'musuh', 'lapis', 'pakai', 'rompi', 'ontokusumo']"
1159,1233,"Sama kayak Mandalika. Dulu saya juga sempat ragu, tetapi benar-benar jadi dan memberi manfaat bagi banyak masyarakat.",Positif,"sama kayak mandalika. dulu saya juga sempat ragu, tetapi benar-benar jadi dan memberi manfaat bagi banyak masyarakat.",sama kayak mandalika  dulu saya juga sempat ragu  tetapi benarbenar jadi dan memberi manfaat bagi banyak masyarakat,sama seperti mandalika dulu saya juga sempat ragu tetapi benarbenar jadi dan memberi manfaat bagi banyak masyarakat,"['sama', 'seperti', 'mandalika', 'dulu', 'saya', 'juga', 'sempat', 'ragu', 'tetapi', 'benarbenar', 'jadi', 'dan', 'memberi', 'manfaat', 'bagi', 'banyak', 'masyarakat']","['sama', '', 'mandalika', 'dulu', '', '', 'sempat', 'ragu', '', 'benarbenar', 'jadi', '', 'memberi', 'manfaat', '', 'banyak', 'masyarakat']","['sama', '', 'mandalika', 'dulu', '', '', 'sempat', 'ragu', '', 'benarbenar', 'jadi', '', 'beri', 'manfaat', '', 'banyak', 'masyarakat']","['sama', 'mandalika', 'dulu', 'sempat', 'ragu', 'benarbenar', 'jadi', 'beri', 'manfaat', 'banyak', 'masyarakat']"
1160,1234,Smg lancar dan sukses pembangunannya unt Ind maju dan berkah,Positif,smg lancar dan sukses pembangunannya unt ind maju dan berkah,smg lancar dan sukses pembangunannya unt ind maju dan berkah,semoga lancar dan sukses pembangunannya untuk indonesia maju dan berkah,"['semoga', 'lancar', 'dan', 'sukses', 'pembangunannya', 'untuk', 'indonesia', 'maju', 'dan', 'berkah']","['semoga', 'lancar', '', 'sukses', 'pembangunannya', '', 'indonesia', 'maju', '', 'berkah']","['moga', 'lancar', '', 'sukses', 'bangun', '', 'indonesia', 'maju', '', 'berkah']","['moga', 'lancar', 'sukses', 'bangun', 'indonesia', 'maju', 'berkah']"
1161,1236,😂😂 baik sangka aja lumayan membukan lapangan krja buat masyarakat,Positif,😂😂 baik sangka aja lumayan membukan lapangan krja buat masyarakat,baik sangka aja lumayan membukan lapangan krja buat masyarakat,baik sangka saja lumayan membukan lapangan kerja buat masyarakat,"['baik', 'sangka', 'saja', 'lumayan', 'membukan', 'lapangan', 'kerja', 'buat', 'masyarakat']","['baik', 'sangka', '', 'lumayan', 'membukan', 'lapangan', 'kerja', 'buat', 'masyarakat']","['baik', 'sangka', '', 'lumayan', 'buk', 'lapang', 'kerja', 'buat', 'masyarakat']","['baik', 'sangka', 'lumayan', 'buk', 'lapang', 'kerja', 'buat', 'masyarakat']"
1162,1237,Mirip proyek Meikarta gak sih?,Negatif,mirip proyek meikarta gak sih?,mirip proyek meikarta gak sih,mirip proyek meikarta tidak sih,"['mirip', 'proyek', 'meikarta', 'tidak', 'sih']","['mirip', 'proyek', 'meikarta', '', 'sih']","['mirip', 'proyek', 'meikarta', '', 'sih']","['mirip', 'proyek', 'meikarta', 'sih']"
1163,1238,Yang di takutkan cuma satu yaitu presiden di tahun 2024 takut tidak mau melanjutkan proyek ini..,Negatif,yang di takutkan cuma satu yaitu presiden di tahun 2024 takut tidak mau melanjutkan proyek ini..,yang di takutkan cuma satu yaitu presiden di tahun   takut tidak mau melanjutkan proyek ini,yang di takutkan hanya satu yaitu presiden di tahun takut tidak mau melanjutkan proyek ini,"['yang', 'di', 'takutkan', 'hanya', 'satu', 'yaitu', 'presiden', 'di', 'tahun', 'takut', 'tidak', 'mau', 'melanjutkan', 'proyek', 'ini']","['', '', 'takutkan', '', 'satu', '', 'presiden', '', 'tahun', 'takut', '', 'mau', 'melanjutkan', 'proyek', '']","['', '', 'takut', '', 'satu', '', 'presiden', '', 'tahun', 'takut', '', 'mau', 'lanjut', 'proyek', '']","['takut', 'satu', 'presiden', 'tahun', 'takut', 'mau', 'lanjut', 'proyek']"
1164,1239,Kan udah ada Undang undang nya,Netral,kan udah ada undang undang nya,kan udah ada undang undang nya,kan sudah ada undang undang nya,"['kan', 'sudah', 'ada', 'undang', 'undang', 'nya']","['kan', '', '', 'undang', 'undang', 'nya']","['kan', '', '', 'undang', 'undang', 'nya']","['kan', 'undang', 'undang', 'nya']"
1165,1240,"kalau liat kondisi Jakarta sekarang si emg IKN jadi solusi , apalagi ngeri daratan sama lautan udh lebih tinggi lautan",Positif,"kalau liat kondisi jakarta sekarang si emg ikn jadi solusi , apalagi ngeri daratan sama lautan udh lebih tinggi lautan",kalau liat kondisi jakarta sekarang si emg ikn jadi solusi   apalagi ngeri daratan sama lautan udh lebih tinggi lautan,kalau lihat kondisi jakarta sekarang si memang ikn jadi solusi apalagi ngeri daratan sama lautan sudah lebih tinggi lautan,"['kalau', 'lihat', 'kondisi', 'jakarta', 'sekarang', 'si', 'memang', 'ikn', 'jadi', 'solusi', 'apalagi', 'ngeri', 'daratan', 'sama', 'lautan', 'sudah', 'lebih', 'tinggi', 'lautan']","['kalau', 'lihat', 'kondisi', 'jakarta', 'sekarang', 'si', 'memang', 'ikn', 'jadi', 'solusi', '', 'ngeri', 'daratan', 'sama', 'lautan', '', 'lebih', 'tinggi', 'lautan']","['kalau', 'lihat', 'kondisi', 'jakarta', 'sekarang', 'si', 'memang', 'ikn', 'jadi', 'solusi', '', 'ngeri', 'darat', 'sama', 'laut', '', 'lebih', 'tinggi', 'laut']","['kalau', 'lihat', 'kondisi', 'jakarta', 'sekarang', 'si', 'memang', 'ikn', 'jadi', 'solusi', 'ngeri', 'darat', 'sama', 'laut', 'lebih', 'tinggi', 'laut']"
1166,1241,Wkwkkw.. Awas mangkrak,Negatif,wkwkkw.. awas mangkrak,wkwkkw   awas mangkrak,wkwk awas mangkrak,"['wkwk', 'awas', 'mangkrak']","['wkwk', 'awas', 'mangkrak']","['wkwk', 'awas', 'mangkrak']","['wkwk', 'awas', 'mangkrak']"
1167,1243,"Kasihan penerusnya, bayar hutang gila",Negatif,"kasihan penerusnya, bayar hutang gila",kasihan penerusnya  bayar hutang gila,kasihan penerusnya bayar hutang gila,"['kasihan', 'penerusnya', 'bayar', 'hutang', 'gila']","['kasihan', 'penerusnya', 'bayar', 'hutang', 'gila']","['kasihan', 'terus', 'bayar', 'hutang', 'gila']","['kasihan', 'terus', 'bayar', 'hutang', 'gila']"
1168,1244,Dukunglah Pemimpin/Calon pemimpin yang memberikan bukti nyata dalam kinerja untuk kemajuan bangsa &amp,Positif,dukunglah pemimpin/calon pemimpin yang memberikan bukti nyata dalam kinerja untuk kemajuan bangsa &amp,dukunglah pemimpincalon pemimpin yang memberikan bukti nyata dalam kinerja untuk kemajuan bangsa,dukunglah pemimpincalon pemimpin yang memberikan bukti nyata dalam kinerja untuk kemajuan bangsa,"['dukunglah', 'pemimpincalon', 'pemimpin', 'yang', 'memberikan', 'bukti', 'nyata', 'dalam', 'kinerja', 'untuk', 'kemajuan', 'bangsa']","['dukunglah', 'pemimpincalon', 'pemimpin', '', 'memberikan', 'bukti', 'nyata', '', 'kinerja', '', 'kemajuan', 'bangsa']","['dukung', 'pemimpincalon', 'pimpin', '', 'beri', 'bukti', 'nyata', '', 'kerja', '', 'maju', 'bangsa']","['dukung', 'pemimpincalon', 'pimpin', 'beri', 'bukti', 'nyata', 'kerja', 'maju', 'bangsa']"
1169,1245,saya sbgai rakyat indonesia sangat mendukung dan berdo&#39,Positif,saya sbgai rakyat indonesia sangat mendukung dan berdo&#39,saya sbgai rakyat indonesia sangat mendukung dan berdo,saya sebagai rakyat indonesia sangat mendukung dan berdo,"['saya', 'sebagai', 'rakyat', 'indonesia', 'sangat', 'mendukung', 'dan', 'berdo']","['', '', 'rakyat', 'indonesia', 'sangat', 'mendukung', '', 'berdo']","['', '', 'rakyat', 'indonesia', 'sangat', 'dukung', '', 'berdo']","['rakyat', 'indonesia', 'sangat', 'dukung', 'berdo']"
1170,1246,Orang Dayak sebagai suku asli Kalimantan sebernya setuju gak ya dg perpindahan ibu kota di Kalimantan???,Netral,orang dayak sebagai suku asli kalimantan sebernya setuju gak ya dg perpindahan ibu kota di kalimantan???,orang dayak sebagai suku asli kalimantan sebernya setuju gak ya dg perpindahan ibu kota di kalimantan,orang dayak sebagai suku asli kalimantan sebernya setuju tidak iya dengan perpindahan ibu kota di kalimantan,"['orang', 'dayak', 'sebagai', 'suku', 'asli', 'kalimantan', 'sebernya', 'setuju', 'tidak', 'iya', 'dengan', 'perpindahan', 'ibu', 'kota', 'di', 'kalimantan']","['orang', 'dayak', '', 'suku', 'asli', 'kalimantan', 'sebernya', 'setuju', '', 'iya', '', 'perpindahan', 'ibu', 'kota', '', 'kalimantan']","['orang', 'dayak', '', 'suku', 'asli', 'kalimantan', 'sebernya', 'tuju', '', 'iya', '', 'pindah', 'ibu', 'kota', '', 'kalimantan']","['orang', 'dayak', 'suku', 'asli', 'kalimantan', 'sebernya', 'tuju', 'iya', 'pindah', 'ibu', 'kota', 'kalimantan']"
1171,1247,Orang Dayak sebagai suku asli Kalimantan sebernya setuju gak ya dg perpindahan ibu kota di Kalimantan???,Netral,orang dayak sebagai suku asli kalimantan sebernya setuju gak ya dg perpindahan ibu kota di kalimantan???,orang dayak sebagai suku asli kalimantan sebernya setuju gak ya dg perpindahan ibu kota di kalimantan,orang dayak sebagai suku asli kalimantan sebernya setuju tidak iya dengan perpindahan ibu kota di kalimantan,"['orang', 'dayak', 'sebagai', 'suku', 'asli', 'kalimantan', 'sebernya', 'setuju', 'tidak', 'iya', 'dengan', 'perpindahan', 'ibu', 'kota', 'di', 'kalimantan']","['orang', 'dayak', '', 'suku', 'asli', 'kalimantan', 'sebernya', 'setuju', '', 'iya', '', 'perpindahan', 'ibu', 'kota', '', 'kalimantan']","['orang', 'dayak', '', 'suku', 'asli', 'kalimantan', 'sebernya', 'tuju', '', 'iya', '', 'pindah', 'ibu', 'kota', '', 'kalimantan']","['orang', 'dayak', 'suku', 'asli', 'kalimantan', 'sebernya', 'tuju', 'iya', 'pindah', 'ibu', 'kota', 'kalimantan']"
1172,1248,Semoga pribumi di daerah ikn dapat kerja disitu kasian klo cuman melihat saja akan ada kesenjagan sosial dampak nya,Positif,semoga pribumi di daerah ikn dapat kerja disitu kasian klo cuman melihat saja akan ada kesenjagan sosial dampak nya,semoga pribumi di daerah ikn dapat kerja disitu kasian klo cuman melihat saja akan ada kesenjagan sosial dampak nya,semoga pribumi di daerah ikn dapat kerja disitu kasihan kalau hanya melihat saja akan ada kesenjangan sosial dampak nya,"['semoga', 'pribumi', 'di', 'daerah', 'ikn', 'dapat', 'kerja', 'disitu', 'kasihan', 'kalau', 'hanya', 'melihat', 'saja', 'akan', 'ada', 'kesenjangan', 'sosial', 'dampak', 'nya']","['semoga', 'pribumi', '', 'daerah', 'ikn', '', 'kerja', 'disitu', 'kasihan', 'kalau', '', 'melihat', '', '', '', 'kesenjangan', 'sosial', 'dampak', 'nya']","['moga', 'pribumi', '', 'daerah', 'ikn', '', 'kerja', 'situ', 'kasihan', 'kalau', '', 'lihat', '', '', '', 'senjang', 'sosial', 'dampak', 'nya']","['moga', 'pribumi', 'daerah', 'ikn', 'kerja', 'situ', 'kasihan', 'kalau', 'lihat', 'senjang', 'sosial', 'dampak', 'nya']"
1173,1249,Pantai indah kapuk baru...,Netral,pantai indah kapuk baru...,pantai indah kapuk baru,pantai indah kapuk baru,"['pantai', 'indah', 'kapuk', 'baru']","['pantai', 'indah', 'kapuk', 'baru']","['pantai', 'indah', 'kapuk', 'baru']","['pantai', 'indah', 'kapuk', 'baru']"
1174,1250,Keren.. proyek besar dengan mendahulukan fasilitas pekerjanya lebih dulu lbh manusiawi daripada proyek2 konatruksi umumnya. Semoga tetap lancar dan dalam lindungan tuhan👍,Positif,keren.. proyek besar dengan mendahulukan fasilitas pekerjanya lebih dulu lbh manusiawi daripada proyek2 konatruksi umumnya. semoga tetap lancar dan dalam lindungan tuhan👍,keren   proyek besar dengan mendahulukan fasilitas pekerjanya lebih dulu lbh manusiawi daripada proyek  konatruksi umumnya  semoga tetap lancar dan dalam lindungan tuhan,keren proyek besar dengan mendahulukan fasilitas pekerjanya lebih dulu lebih manusiawi daripada proyek kontruksi umumnya semoga tetap lancar dan dalam lindungan tuhan,"['keren', 'proyek', 'besar', 'dengan', 'mendahulukan', 'fasilitas', 'pekerjanya', 'lebih', 'dulu', 'lebih', 'manusiawi', 'daripada', 'proyek', 'kontruksi', 'umumnya', 'semoga', 'tetap', 'lancar', 'dan', 'dalam', 'lindungan', 'tuhan']","['keren', 'proyek', 'besar', '', 'mendahulukan', 'fasilitas', 'pekerjanya', 'lebih', 'dulu', 'lebih', 'manusiawi', '', 'proyek', 'kontruksi', 'umumnya', 'semoga', 'tetap', 'lancar', '', '', 'lindungan', 'tuhan']","['keren', 'proyek', 'besar', '', 'dahulu', 'fasilitas', 'kerja', 'lebih', 'dulu', 'lebih', 'manusiawi', '', 'proyek', 'kontruksi', 'umum', 'moga', 'tetap', 'lancar', '', '', 'lindung', 'tuhan']","['keren', 'proyek', 'besar', 'dahulu', 'fasilitas', 'kerja', 'lebih', 'dulu', 'lebih', 'manusiawi', 'proyek', 'kontruksi', 'umum', 'moga', 'tetap', 'lancar', 'lindung', 'tuhan']"
1175,1251,@Abyaz Papapapa emang gajinya berapa gan,Netral,@abyaz papapapa emang gajinya berapa gan,papapapa emang gajinya berapa gan,papapapa memang gajinya berapa gan,"['papapapa', 'memang', 'gajinya', 'berapa', 'gan']","['papapapa', 'memang', 'gajinya', 'berapa', 'gan']","['papapapa', 'memang', 'gaji', 'berapa', 'gan']","['papapapa', 'memang', 'gaji', 'berapa', 'gan']"
