Text,Label
moga lancar bangun ikn dukung nyata lihat lebih banyak pohon dtebang monas ikn,Positif
syah tahun apbn didesign defisit jangan lupa tahun anggar serap semua anggar anggar serap rp kait proyek ikn masuk jalan tol bangun sangat masif sampeyan,Netral
moga kata kata anak emas pulau jawa cepat hilang publik pulau,Netral
kira kalau dana haji jadi naik cepat selesai,Netral
paling penting hutan kalimantan jangan babat habis bapak transportasi ikn ramah lingkung,Positif
kaltim kawasan bukit,Netral
ikn yakin wujud fisik lebih sulit wujud perata ekonomi rakyat adil,Positif
hambalang versi jokowi,Negatif
didik,Netral
bangga sama bapak presiden semoqa berkah baqi rakyat indonesia,Positif
bagus indonesia suka lihat semua,Positif
duit mana,Netral
proyek seperti hasil,Negatif
moga beri lancar,Positif
moga bangun ikn cepat selesai,Positif
mari nih pikir orang indonesia maju,Netral
berita kait rektor unhas sebut ikn harga mati indonesia timur,Positif
penting jangan sumur bor depan iya biar tanah amblas dijakarta jangka panjang banyak gedung tinggi julang,Positif
mau jadi tah pindahin ibukota,Netral
nanya sini tanah luas punya siapa,Netral
endingnya bangun nyata kawasan industri milik cina,Negatif
indonesia isi imigran tiongkok,Negatif
kok iya tanda investor mulai bangun ikn jangan diprank,Negatif
moga bangun jalan buat lebar ruas tambah umum indonesia ruas per jalur timbul masalah macet,Positif
moga kerja beri sehat kerja profesional,Positif
alhamdulillah semua kerja jabat tugas beri sehat selamat kerja,Positif
aziz akun bawahanya kaka bina,Netral
kalau cepat pindah ibukota air,Netral
bangun ibu kota negara biaya murah ketimbang baik kota jakarta biaya lebih mahal ikm ucap bapak basuki,Positif
ridho makhmud kalau enggah tahu iya usah omongin dulu perlu omongin iya sekarang landas fakta bukan bobot atau nya gantung orang,Netral
penasaran orang kalimantan asli kalimantan kan rata rata tanah nya rata pulau jawa apa ikn kantor tanah rata lebih,Netral
moga agustus wujud kemah ikn esok jadi saksi laksana upacara pertama ikn aamiin yra,Positif
moga pihak korupsi bangun ikn ngarep,Positif
nama wkwk jauh lihat puncak noh banyak gembel datang lagak pribumi,Netral
apa jamin ganti kuasa lanjutin proyek mungkin selesai,Negatif
kerah kan semua insinyur baik,Positif
kalau ikn jangan kabel pakai tiang kalau kabel bawah tanah,Positif
andai kau tau kota bisnis sebenernya kaltim,Netral
cara jadi kerja ikn bagaimana,Netral
moga proses bangun lancar,Positif
moga presiden lanjut bukan basedan,Netral
moga lancar kalau selesai moga perintah masyarakat bekerjaa sama jaga lingkungn hilang budaya buang sampah sembarang,Positif
elok tunda mungkin bapak prioritas sehat didik anak bangsa tiap provinsi buat negeri baru,Negatif
orang bangga negara jiran indonesia moga maju terus salam damai,Positif
bandara pakai mangkrak mah huni orang orang,Negatif
lah kepala tukangmandor nya kabur bagaimana si berita,Positif
ikn simbol perata bangun ekonomi nkri terima kasih bapak jokowi,Positif
iya pindah jakarta sumpek jakarta buat kawasan bisnis sumatera bangun jangan pulau jawa,Positif
puan squad moga lancar xijinping senyum,Positif
tugas iya dorong tingkat literasi baca anak jauh dulu hp biar literasi baik masa peringkat iq nomor asean belakang,Netral
jos bangun ibukota negara baru,Positif
langkahlangkah awal mulai tapak moga terus maju hingga jadi ibu kota indah maju teknologi tinggi bawa baik jaya negeri cinta indonesia,Positif
jangan korupsi biar dana kucur tepat sasar,Positif
moga jadi monumen lihat tahun,Negatif
moga terkafer perintah selesai bangun,Positif
habis hutan,Negatif
jokowi bunuh usak alam,Negatif
salut rektor unhas dukung ikn patut jadi ilmuwan nasionalis negeri maju unhas sama mahasiwanya jaya indonesia,Positif
kadrun yohanes anies baswedan baswedan kejang lihat hhh,Negatif
bangun tol udara bangun dermaga seaplane,Netral
iya mau bagaimana jakarta mau tenggelam rakyat padat mahal kalau gurus sukses nendang mukim kumuh pinggir sungai syukur,Netral
amazing love you bapak jokowi,Positif
sejarah tonggak awal tuju indonesia emas bravo bapak jokowi,Positif
karya jokowi selalu kenang,Netral
ikn vs meikarta siapa duluan,Netral
dukung pemimpincalon pimpin beri bukti nyata kerja maju bangsa,Positif
rumah pribadi bapak joko widodo serta wakil menteri dibagun biar reuni jaman emas bikin susah rakyat negara sengsara,Negatif
mantap ikn pantau terus perkembanganya biar semangat rakyat indonesia lihat,Positif
mungkin selesai pas gibran jadi presiden,Negatif
bro punya skill apa sih,Netral
proyek mangkrak sama meikarta kira gampang pindah ibu kota hehe lihat,Negatif
maksa sangat duit,Negatif
moga proses bangun beri lancar,Positif
moga tahun semua menteri lembaga tinggi negara pindah ikn bangun cepat rata indonesia,Positif
hakim orang indonesia bangga indonesia ibukota baru lebih bagus lah memang siapa memang orang indonesia,Positif
wow era jokowi next pimpin we dont know,Netral
nah bener kaca jakarta guna air tanah gila gila akibat turun level tanah per tahun,Netral
perancanaan sangat bagus manusia manusia kerja proyek moga semua jalan lancar aamiin,Positif
iya ampun kalimntan ku hancur,Negatif
moga lancar cepat selesai bangun ikn,Positif
maju indonesia,Positif
boros proyek prestisius ambisius manfaat kurang kalau buat rakyat miskin mikir rezim rakyat susah,Negatif
lanjut tuju zaman modern,Positif
dana ikn rp triliun,Netral
mangkrak hutang numpuk,Negatif
berantas ladang korupsi,Positif
moga bapak anies baswedan baswedan presiden indonesia aamiin,Netral
jadi kota mati,Negatif
ngomong doang gampang coba menjlan kan,Netral
rusak lingkung kalimantan,Negatif
guru jadi anies baswedan bangun jis nguli sendiri,Netral
moga lancar benar realisasi sepenuh,Positif
doa harap tuhan kenan wujud bangun ibu kota negara ikn berkat beri lancar halang sukses laksana indonesia punya ibu kota baru capai makmur seluruh bangsa lebih semangat juang bangsa tempat baru keiklasan penuh salam damai bangsa ytc indonesia merdeka,Positif
masalah asal duit jangan korupsi jangan proyek jabat ikut proyek iya,Positif
pangkal militer,Netral
hadehh ikn bukan bangun hut lindung hutan produksi banyak literasi plissss,Negatif
dana desa pempus tau kok jawa pempus terus kembang banding pulau makanya sekarang waktu pulau luar jawa perhati bahkan jatim bangun tol bandara perlu dana pusat usaha sana mampu bangun sendiri,Positif
bau mangkrak,Negatif
moga lingkung warga jamah jadi sejahtera ada ikn,Positif
mirip freeport newmont,Netral
moga pribumi daerah ikn kerja situ kasihan kalau lihat senjang sosial dampak nya,Positif
moga kerja anak negeri libat wna,Positif
cita bung karno akhir wujud jawa terlalu padat saat perata ekonomi indonesia bukan jawa,Positif
rasa sehat dukung ikn moga sakit segera sembuh tuhan maha esa,Positif
nyata tanah ikn jual asing,Negatif
mantap indonesia mantap,Positif
mantap mau lah jadi kuli sana,Positif
moga lancar semua aamiin,Positif
istana negara milik semua rakyat tanya tempat ibadah tentu bangun bagaimana kalau tempat ibadah agama ibadah netizen jawab jujur iya perintah jangan pilih kasih siapa rakyat adu lagiiiii,Negatif
mikir uang segitu banyak mending buat beasiswa duduk asli kalimantan ajar luar negeri bayangin ribu ajar mahasiswa ajar penuh luar negeri jadi dokter insiyur bagai bayangin depan rakyat kalimantan cerdas pikir maju sekarang hasil tambang teral habis kuras rakyat sensara harus duduk kalimantan sehat,Negatif
jangan kabel gantung usaha bawah tanah malu masa iya kota masa depan kabel kabel semerawut,Positif
iya allah mudah lancar segala urus bangun ikn kah libat proses aamiin iya rabbal aalamiin,Positif
towernya mirip rumah sakit china seperti investor sana,Negatif
buat waduk kaya,Netral
tempat kubur si kecebong kalau mati,Negatif
ngapain pindah mau ngilangin sejarah pahlawan iya bapak,Negatif
moga paranpekerja ikan nyaman sehat selamat kerja kerja tak kan pernah lupa,Positif
sangka dulu sempat tinggal hutan sawit balikpapan tahan bulan terus balik jawa kuat tahun silam,Netral
buat baik negara indonesia cinta kuat bangun nomor kan,Positif
moga lagi habis duit negara,Negatif
awas mangkrak jadi candi baru,Negatif
buat tunnel terowongan fasilitas kereta cepat istana pangkal tni aman presiden,Netral
banyak perlu urus banyak warga masyarakat indonsia miskin,Negatif
salam tanah sunda harap moga jadi awal adab dunia nusantara jaya salam rahayu,Positif
jujur beberapa pergi kuching senang sama tata kota sana jalan luas parkir luas kang parkir kabel listrik semerawut moga ikn nntinya lebih bgs kuching serawak malaysia,Positif
ayo kalimantan dukung program,Positif
moga hambalang ver,Positif
tenaga kerja awal des bangun ikn tki moga lebih tka kerja,Netral
masjid nah tempat ibadah agama bangun,Netral
moga mobil listrik esemka jadi mobil dinas semua jabat indonesia ikn contoh mobil proton lama jadi kendara dinas jabat raja malaysia,Netral
husni gerombolanya paham bro sekarang paham,Netral
makin optimis negara segera jadi negara maju,Positif
moga lancar iya allah indonesia milik tempat modern awal nya moga terus lancar ikn benar jadi ibu kota modern indonesia semua infrastruktur koneksi enggak singapore jadi kendara pribadi kurang orang lebih suka naik angkut umum,Positif
padahal butuh milyar dollar ikn saudi mau bangun neom budget milyar triliun,Negatif
prediksi mangkrak duduk kalau bisnis duduk siapa beli,Negatif
moga pns perintah cepat pindah kesana ikut usaha usaha,Netral
alhamdulillah kota jakarta bebas,Positif
saputra wkwk iya,Netral
komentar bijak legowo,Netral
kok bangun tol kan macet apa bagus bikin boulevard dulu jadi backbound nya,Netral
mudah an ikn baru sukses menang pilpres bukan anti ikn baru lanjut program lama gagas an baru indonesia lebih baik,Positif
lihat jadi hambalang jilid,Negatif
moga lancar selesai tepat waktu,Positif
pandang lihat sudut pandang depan nya jantung paru dunia hancur hutan nya rusak babat habis kira akibat selaku orang kalimantan tuju dngn adany ikn,Negatif
kan kata kau sini jerit terlalu mendramatisir lihat buruh demo bawa supra tdkrata motor baru sekarang lebih gampang orang usaha kalau bangun daerah tetep miskin hutang,Netral
nain binatang kadal gurun,Netral
ngapain tunggu sekarang kok kwkwk jawa bos,Netral
lamar kerja nukang sana biar punya crita anak cucu,Negatif
sby puluh tahun bangun ikn tol sby ringan ringan berat berat kasih jokowi,Negatif
salah satu program cerdas sekian banyak program bangun nya,Positif
pantas ngotot periode selesai jamin presiden ikut tuntas proyek,Negatif
benci otak senang selalu provokasi hati rusak permanen,Netral
hati bahagia jadi warga kaltim,Positif
calon mangkrak kaya hambalang moga,Negatif
yakin deh tahun depan suasana nya ubah lihat nya hutan rimbun hijau gunung jadi gedung cakar langit toko,Netral
moga baik cucu cucu anak masa depan nanti sabang marauke aamiin,Positif
dengar buat resap air dalam tanah,Netral
tunggu hancur kalimantan lama bila jadi jangan bangga ikn laksana kan dikalimantan kasih tau kecil kalimantan jadi kan tuyuk sampah luar biasa bagi kecil britaukan,Negatif
pelan proyekproyek besar belum mrt jakarta kereta cepat jakartabandung sirkuit kawasan kuta mandalika the next ikn nusantara semangat bangun bangsa ayo semangat ayo,Positif
alah orang pribumi tetap kasih kursi,Negatif
harus waduk tanam pohon ikat air misal beringin,Positif
kok rumah susun,Negatif
ramadhan mad otak mu mangkrak kalau benci benci anggur biasa suka kalau ubah takut kalau diri tinggal zaman kalah kalau saing,Negatif
mantap moga lancar pihak barat suka indonesia maju makanya banyak antek penghianat suka bangun ikn,Positif
buat jabat punya wewenang bangun ingat meikarta jangan kaya,Positif
mantap tuju jadi ibu kota negara borneo,Positif
bener,Netral
iya allah lancar proses bangun ikn beri sehat kerja aamiin yra,Positif
bangun laku tahap soal pondasi pondasi awal,Positif
contoh dukung ganjar begini nih iq rendah,Netral
nama bagus malah kalau alam gaib musuh susah identifikasi buat tahan kalau serang gampang lari,Netral
indonesia jadi apa ubah jadi nusantara,Negatif
iya kayu bawa pabrik bos ku buat bikin kertas flywood kan memang hutan industri tahun tebang pohon nnya terus tanam bukan hutan alam,Netral
kalau masyarakat mau bangun tata biar rapi,Positif
kasihan terus bayar hutang gila,Negatif
keren proyek besar dahulu fasilitas kerja lebih dulu lebih manusiawi proyek kontruksi umum moga tetap lancar lindung tuhan,Positif
andai jadi salah satu kerja bangga,Positif
bangun rumah ibadah satu agama kerja agama,Negatif
raja turun arab sahabat istana kalimantan raja kalimantan banyak turun arab,Netral
hebat coy ibukota baru moga bangun ikn jalan lancar selesai tetap waktu nanti jadi ikn bersih sehat asri,Positif
mudah mudah ikn kalah kota dubai tokyo biar orang asing tarik datang indonesia,Positif
bukan hutan alami pakai bangun ikn lahan hutan produksi tiap beberapa tahun sekali pohon memang rutin tebang justru bangun ikn perintah sedang ngebangun ekosistem hutan baru tinggalin banyak ekosistem satwa cari jelas detail channel lengkap,Positif
apa benar anggar rumah menteri satu unit jawab,Netral
alam diam marah,Negatif
qatar kaya minyak nya masa indonesia kaya emas mlempem jilat,Netral
minta budaya sifat demodemonya jangan bawa ikn simpan kampung masingmasing,Positif
ayo cepetan pindah biar jakarta banyak demo bikin macet,Positif
paru paru dunia banyak pohon hutan lama lama rusak,Negatif
sejarah baru bangsa ayo doa sama sama,Positif
sama ibukota baru kalau kelola sampah tata baik banjir,Negatif
semangat,Positif
tahun negara laksana pilpres jokowi ganti presiden se visi otomatis bangun ikn jadi hambalang ikut jadi bahan olokolokan presiden pilih ikut,Negatif
kok senang bangun tol kereta cina takut guling kcci jktbdg,Netral
sih warga wib rasa senang semua pindah sini moga orangorang sana kuat hadap rakyat sering gusur rasa senang,Netral
hihi,Netral
iya semua masuk tunnel kabel,Netral
haru moga mimpi besar jalan sesuai rencana aamiin,Positif
bismillah paring lancar selesai aamiin,Positif
lihat tanggul bibir pantai jakarta tinggi air laut rendam jakarta apabila tanggul halang makin optimis dukung proyek ibu kota baru moga kerja sana ikan sehat selalu warga jakarta utara rumah nya dekat sekali pantai rawan kena air pasang ancam tenggelam segera dapat perhati perintah dapat relokasi,Positif
bangun gereja kelenteng toleran dong,Negatif
kalau orang china kerja buah kota kurun waktu bulan kalau indonesia tahun lama banding sungguh sangat jauh expestasi,Negatif
duit nya hutang,Negatif
kalau wan abud apa kerja paling zonk,Negatif
lah ikn jumlah duduk tinggal batas maksimal juta duduk jadi butuh banyak bangun lebih,Netral
sayang iya kata lokasi mesjid gereja vihara pura kok iya,Negatif
kasihan presiden ganti kaisar akhir redbull kalah,Negatif
bapak doni pintas tadi pm wg halim sukses bapak,Netral
proyek gila nih,Negatif
ikut kerja ikn bahkan tinggal sana bagaimana iya cara,Netral
indonesia ubah banyak masuk cara kerja cara laku sama manusia lebih maju,Positif
assalamualaikum bang selamat malam wow mantap kalimantan makin maju,Positif
next presiden lanjut turun,Positif
semangat bangun negeri,Positif
ganti presiden lanjut terus jadi proyek mangkrak aneh benar perintah ku kuh buat ikn akhir masa jabat bapak jo jadi proyek balik modal anggar keluar misal dilanjutin perintah lanjut untung moga salah,Negatif
cuan cuan cuan cuan moga mangkrak,Positif
investor iya kok kabur,Negatif
harap nanti ikn jadi patok panutan kota kota milik banyak dekat sempurna imbang bagai aspek,Positif
rakyat ngawasin,Negatif
mau dong bang kerja situ daftar nya,Netral
kalau fisik mudah bangun sulit mental makanyah revolusi mental pernah evaluasi sama papresiden jokowi,Negatif
kamar kerja pakai ac dong bapak masa kipas angin doang,Negatif
perhati salur air kendala selalu salur air,Positif
nama kerja nyata nampak mata fakta ada bukan ber katakata tiba,Positif
iya allah jaga bangsa indonesia hancur atas buat orang orang serakah beril,Positif
tni kenal dunia ahli perang gerilya bukan mungkin bila hutanhutan indonesia ubah fungsi jadi kota kurang segi unggul tentara tahan suatu wilayah bila jadi perang,Netral
mantap proyek negara,Positif
hidup paham ubah program mati presiden joko widodo widodo pimpin cerdas mampu paksa masyarakat tatap masa depan proram proramnya kalau gelut sulit bangun solusi indonesia depan jadi bangsa pinggir moga program bangun terus jalan yakin indonesia maju pasti,Positif
jangan masuk gpk jaga kampret budak jongos menantu boss kadrun khilafah khawarij wahabi takfiri alir komunis yaman selatan,Negatif
mantap indonesia maju,Positif
finally proyek bendung paku semoi jadi bagi ikut proyek tsb pt brantas abipraya div,Netral
keren sih adab modern baru baru negara maju,Positif
maju or kembang,Netral
kadrun halang halang bangun ikn betul,Netral
buru kebut bapak kalau selesai berabee iya kalau ganti frekuensi kalau iya siap deh,Netral
mending jadi usaha,Negatif
tanjung presiden mana jangan modal ngomong doang guna kritik biasa presiden banding dong sekarang akan sekarang paling betul slogan kerja kerja,Negatif
kota baru huni hantu,Negatif
proyek nyusahin bangsa negara tambah hutang,Negatif
buat sarana transportasi umum baik modern negara maju percuma ikn baru kalau depan macet lebih kendara pribadi,Positif
ikn salah satu bangun paling buat negara jiran semut ada tengah tengah nusantara sangat strategis tahan aman kembang ekonomi indonesia depan bila expedisi laut udara darat perlu belok sana sini langsung luncur entah datang bagai negara satu alam pondasi dasar era jokowi mulai asa hadir buah adil bila terus jokowi orang milik visi misi sama mulai asa buah ubah besar insyaa,Positif
harap kualitas jalan trotoar negara,Positif
bikin jalan lebar sekali goronggorong nya bikin sungai biar macet banjir iya to,Positif
terus bangun phk anak indonesia jangan lupa tunjang orang jangan potong harga bbm tahan naik buat sembako karuan harga hutang luar negeri roket luar biasa,Negatif
ibu kota kok hutan,Negatif
iya allah ikan lancar seluruh kerja perintah wujud cita cita mulia sebut aamiin,Positif
justru pindah ikn banyak malah perintah buat atur khusus ikn kalau tinggal sana batas maksimal juta duduk,Netral
takut proyek mangkrak ganti perintah moga salah,Positif
laut aspal kalau aspal laut kapan lai,Netral
carter iya dong masalah buat,Netral
memang kabel pakai tiang gampang baik lebih murah biaya awat resiko sangat tinggi kalau banyak kabel raut kalau kabel tanah meski susah baik mahal biaya awat resiko celaka lebih rendah raut kalau kabel tanah jalur khusus listrik internet,Positif
bikin ibukota kaya bikin rumah,Netral
somary wkwk jawa,Netral
moga lancar ikn kalimantan,Positif
lihat berapa banyak pohon tebang sana susul kiar moga jadi ikn tanam ramah satwa satwa sekitar,Positif
sayang nya jalur kereta kelar,Negatif
moga korupsi,Positif
baroes nah benar maka kereta cepat hubung ibu kota nusantara balikpapan samarinda biar kerja ikn mau tinggal ikn kerja lewat iya kereta lambat tuju semo,Positif
moga ikn cepat selesai indonesia timur rasa dampak,Positif
ikn jalan terus rakyat nanti ibu kota negara nusantara megah modern,Positif
iknterbaru,Netral
bangun ibukota baru lahan benar,Positif
irawan kau tanam dekat rumah beberapa pohon bro,Netral
satu undang undang bapak soal presiden datang hadeh,Netral
nkri tuju masa jaya baro jokowi,Positif
maju terus indonesia ku sehat semua orang,Positif
suka cara bapak jelas mudah paham,Netral
segala dinamika jakarta memang pantas nya ibu kota negara pindah,Positif
kereta api cepat mangkrak proyek ikn,Negatif
gereja pura klenteng,Negatif
moga lancar kerja kontruksi tetap hatihati moga berkah,Positif
moga ganti jokowi tetap terus ikn,Positif
doa kan seluruh karyawan sehat semangat selaludan beri mudah lancar segala nyaamin,Positif
syah usaha kecil target naik design anggar defisit pacu karyawan lebih prestasi misal akhir anggar cukup tugas management mikir bukan karyawan mikir,Netral
moga lancar kerja sehat selalu,Positif
bikin kontur nya bikin kepala pusing,Negatif
pikir kerja habis ribut sama kerja wna,Netral
apa arti ikn kalau isi nya otak sama,Negatif
ikn kota dunia milik semua resume progres bangun ibukota negara,Netral
kerja pikir demo coba berfikir produktif guna maju bangsa negara presiden ri satu semua jadi presiden cari amanah,Positif
proyek kaya hambalang,Netral
asal jangan korupsi dana buat bangun ikn,Positif
jawa,Netral
pret habis duit negara,Negatif
mogok wkwk,Negatif
burung tegun,Netral
mantap jadi pindah kalimantan jakarta tenggelam biar kadrun renang air habis blagu tolak ikn,Positif
dulu jakarta hutan jangan bacot,Negatif
guru nyuruh jangan fanatik sendiri fanatik sama anies baswedan bukan kelompok dulu suka teriak,Netral
killl asli mana mas,Netral
semangat indonesia ku moga cepat selesai ikn jadi bangga bangsa nkri,Positif
moga lancar jadi awal maju jaya nkri aamiin yra,Positif
indonesia sedang lang maju incar kuasa harta jangan buat indonesia mundur,Positif
habis kalimantan jadi orang jawa punya next sulawesi papua semua tunduk mantapp lanjut,Netral
kira,Netral
hakim gila peras habishabisan buat dana proyek ikn,Negatif
choiri lah memang maha kuasa kan indonesia presiden jokowi eror hahahahahahaha undang undang buat sama perintah presiden jokowi sah kan sama presiden jokowi lucu negeri contoh undang undang ciptakerja siapa kesah,Negatif
si edy mulyadi cs jin buang anak tolak keras ikn tambah pusing nonton video,Netral
tadi hutan belantara takut sulap jadi begini beres mantap,Positif
negara kabel listrik lihat lampu nyala mana mana,Netral
mantap bapak dan indah sekali ikn nanti anak asli lahir kalimantan semua moga anak cucu jaga alam kalimantan,Positif
ikn siapa iya,Netral
tempat jin buang anak isi kuyang ngapain ibukota pindah kesitu mending jawa,Negatif
bagus ikn kayak wilayah anti kena demo,Positif
kira jadi eh malah bangun buat molor kerja ngapain kaya ginian diupload bukan bangga buang buang duit rakyat semua minyak mahal rampok sedikit sedikit rakyat,Negatif
masya allah cocok kalau kata ubah budaya utama budaya kerja lihat jelas video moga titik awal ubah indonesia seluruh,Positif
ikn bangun bukan jokowi nkri masa depan sejahtera anak bangsa perata infrastruktur,Positif
moga hutang negara beban rakyat nya banyak susah hidup miskin,Positif
iya mending lah meikarta wkwk,Positif
moga lancar penting pantau terus jangan anggar paten main,Positif
ibu kota impi indonesia,Positif
bangun adab baru moga depan selalu beri lancar saudara kerja sana beri mudah sehat selalu aamiin,Positif
luar biasa cepat,Positif
adab baru indonesia maju,Positif
yakin korupsi wkwk,Negatif
anjayy kira jadi proyek siluman nyata benar progres iya,Positif
moga mangkrak kalau mangkrang habis duit negara,Negatif
moga jalan lancar indonesia maju,Positif
benar habis duit negara,Negatif
paling bengkalai,Negatif
sebentar bangun kalimantan maju,Positif
hutang,Negatif
kalian ngapain doa dicomment hahaha,Netral
investor murni pakai dana apbn,Netral
banyak supplier china proyek oligark,Negatif
ikn papua,Negatif
atur lah iya bapak jangan bocor,Positif
mudah an depan jangan lupa reboisasi hijau alam tanam pohon lebat mudah jangan lupa,Positif
kerja nya puluh ribu bangun ikn,Netral
iya allah mudah bapak presiden perintah indonesia menteri jabat negeri indonesia bangun ikn aamiin aamiin aamiin,Positif
mudah,Netral
moga semua tetap satu tuju satu impi wujud ikn,Positif
congrats kaltim jadi pusat indonesia masa depan sala jateng,Positif
kerja,Netral
konyol,Negatif
siap mangkrak,Negatif
dana haji lari kmana kalimantan,Negatif
perintah moga bangun apartemen rusunawa sebanyakbanyaknya negara,Positif
rahman wkwk eror kalau jokowi pegang hukum sekali ubah undang undang jadi periode memang presiden pegang hukum dpr apa fungsi nya kira gampang,Netral
pindah papua biar papua kembang,Negatif
jalan toll jalan bukan toll ikn super lebar rencana depan lebih mudah atur kiblat ibukota negara besar ibukota amerika rusia china negara negara besar,Positif
kaya makin kaya miskin makin puruk,Negatif
info loker bangun ikn bang,Netral
lihat tahun kmudian modal,Negatif
cara nyata dukung ikn simple jangan pilih partai politik capres partai politik kemarin nolak ikn nusantara,Netral
allah maha tahu niat jokowi sukses rencana sesuai apa pakat,Positif
wahai pupr buat tata letak gedung trotoar sejajar jalan gorong drainase bagus woi kalau hasil jelas malu warga indonesia woi masak iya kota rencana jaman modern hasil jelek sangat malu detail estetik sudut wajib perhati woi,Positif
weh mantap nunggu daftar kerja ah,Netral
yogi kadrun sok sarkas bedain bengkak oplas ratna sarumpaet otak mampu,Netral
sehat selalu semua libat mega proyek pimpin indonesia kerja lapang,Positif
violet bacot,Negatif
jangan mangkrak iya,Positif
bapak jokowi fisik lokal otak global,Netral
jos ibukota indonesia orang dengki tentang bangun salam sumatra rasa jawa,Netral
cari info sertifikasi kerja ikn bang cari loker wika bumn jadi kontraktor ikn butuh banyak,Netral
pintar bat viva comot video kemenpupr,Netral
kapan bangun istana negara mulai,Netral
bangun ugal ugalan,Negatif
alhamdulillah,Positif
tuju dapat rektor unhas bangun indonesia centric ikn harga mati jaya indonesia depan,Positif
komentar jadul semua,Netral
iya kalau anus baswedan menang hampir henti wkwk,Netral
kata pm singapore,Netral
mau open rekrutmen ah jadi agen starling ikn,Netral
wkwk awas mangkrak,Negatif
asyiiiik bangun lancar moga segera selesai ibukota ganti pindah moga semua ganti semua ubah warna ubah negeri makin cantik sejuk,Positif
mangkrak,Negatif
moga presiden ikut bapak jokowi milik kapasitas bulat tekad bangun negeri baik segi infrastukturnya sdm ekonomi jadi titik tentu indonesia lanjut gemilang sekarang malah perosok jurang hancur mengaka sadar pilih orang pimpin jangan kecoh narasi isu sara propaganda buat masyarakat pecah belah indonesia negara kaya raya salah pilih pimpin buat negara mundur tinggal jauh negara,Positif
biar bagaimana ingat ngkoh basuki kerja jakarta bilang banyak uang dijakarta mampu lah jalan bebas lahan memang dana uang nyata investor,Netral
jakarta tanah amblas tiap tahun kalimantan lambat laun amblas tanah gambut walaupun keras ular binatang buas inti nya satu politik jelas nya,Negatif
moga bener mangkrak proyek nya,Positif
bismilah moga lancar ikn kalimantan,Positif
kuat mas stop stop proyek mercusuar mas menyelesarakan rakyat tarik subsidi premium ganti subsidi pertalite perintah lalau ambisi bangun bangun proyek mercusuar tega tingkat pajak usaha ppn cukai rokok lain sungguh perintah baik hati perintah sendiri,Negatif
moga bangun ikn beri lancar semua libat langsung bangun beri sehat allah swt bangga warga kaltim moga indonesia semangkin maju,Positif
loker elektrikal proyek ikn ikut,Netral
oligarki mata orang jabodetabek iya takut bangun fokus jabodetabek iya mikir pakai otak,Negatif
mudah mudah saing bursa saham singapore malaysia lama lebih dulu start buka bursa saham,Positif
jagan hambalang meikarta mangkrak,Negatif
gereja bagun iya,Netral
kok gereja nya agama nya katoik kristen ibadah nya,Negatif
percaya satu hambat ikn benci perintah sekarang anies baswedan pilih henti semua so pilih presiden siap lanjut,Positif
moga bangun lancar kerja beri mudah sejahtera ikn maju bangsa,Positif
mohon cepat gas poll kerah semua alat alat berat banyak kerja biar sangat cepat progres moga allah swt beri mudah lancar segala aamiin,Positif
proyek abal abal peras rakyat,Negatif
yakin jalan ujung buat tka ibu kota tetap jakarta biar ikn buat tionghoa,Negatif
pernah dengar lihat kartun ipin upin nusantara,Netral
harga mati suruh mati nkri mau,Negatif
pulau buru malu produk utama kelapa kopra sayang harga jual sangat rendah pabrik olah pulau jawa perlu lima tangan hingga masuk pabrik perata bangun mulai lebih mudah makan biaya besar ikn vs pabrik olah komuditas,Netral
dana hutang nanya,Netral
silah cibir blt demo jalan fakta lanjut sejak jamam sby apa malu,Netral
habis uang si mukidi firoun,Negatif
moga jadi meikarta,Positif
mantap kadrun sekarang baca media kafir sembah matahari wkwk,Netral
ruang bawah tanah lindung orang,Positif
ken sangat bangun super proyek ekonomi susah anggur tinggi hutang banyak defisit apbn bayang resesi kira desak apa iya segera bangun,Negatif
dar usul bangun tempat tinggal kerja tampak monoton serba putih segera beri warnadicat sesuai lihat indah lebih nyaman buat betah huni nya,Positif
mantap anggur kurang,Positif
penting jadi dulu masalah tahan durabilitas mah urus megang,Negatif
kalau bangun mesjid pikir bangun gereja ukur sedang,Positif
alfarisy investor banyak cina jepang,Netral
bilang jabat negara asn semua tugas negara mana mau tugas hutan jin buang anak kata jawab mudah mau kan mundur juta masyarakat antri jadi pns asn ganti taat atur kan pecat mundur bangun pindah ibukota bicara jaman suekarno hingga sekarang presiden jokowi berani eksekusi masak kok kaget kadron sih pernah heran apa sih cocok sama semua bijak perintah curiga sok bikin fitnah ngalorngidul capek,Negatif
mixue ada sayap barat daya dekat instalasi bumn putar kompleks perintah tri,Netral
khawatir bapak jokowi jabat presiden bangun lanjut,Netral
ma,Netral
yoi lagi habis duit negara cebongers malah bangga hutang tumpuk njis,Negatif
alhamdulillah buka lapang kerja sejahtera rakyat aamiin,Positif
moga warga lokal jadi tenaga kerja utama,Positif
perdana nasi bungkus,Netral
sukses lancar barokah progres bangun ikn terima kasih semangat selalu photo video grapher nya keren sangat,Positif
sedih rasa lihat selamat tinggal hutan tahun depan usia anak tahun cucu tahun banyak hilang nutfah alam cicit beton konyol sampah sera,Negatif
nyusahin rakyat doang dongo ngontrak negeri sendiri dongo dongo,Negatif
